Producing: JOB ID = 0, Burst Time = 29, Remaining Time = 29, Priority = 6 (jobs produced = 1, jobs in buffer = 1)
Thread 2 removes: JOB ID = 17, Re-start Time = 364, Remaining Time = 21, Priority: 7 (jobs removed = 28, jobs in buffer = 10)
Thread 4 removes: JOB ID = 22, Re-start Time = 372, Remaining Time = 3, Priority: 7 (jobs removed = 28, jobs in buffer = 10)
Thread 3 removes: JOB ID = 31, Re-start Time = 377, End Time = 387, Priority: 7 (jobs removed = 29, jobs in buffer = 9)
Producing: JOB ID = 38, Burst Time = 57, Remaining Time = 57, Priority = 4 (jobs produced = 39, jobs in buffer = 10)
Thread 1 removes: JOB ID = 38, Start Time = 379, Remaining Time = 32, Priority: 4 (jobs removed = 29, jobs in buffer = 10)
Thread 3 removes: JOB ID = 38, Re-start Time = 387, Remaining Time = 7, Priority: 4 (jobs removed = 29, jobs in buffer = 10)
Thread 2 removes: JOB ID = 38, Re-start Time = 389, End Time = 396, Priority: 4 (jobs removed = 30, jobs in buffer = 9)
Producing: JOB ID = 39, Burst Time = 7, Remaining Time = 7, Priority = 0 (jobs produced = 40, jobs in buffer = 10)
Thread 2 removes: JOB ID = 39, Start Time = 396, End Time = 403, Priority: 0 (jobs removed = 31, jobs in buffer = 9)
Producing: JOB ID = 40, Burst Time = 8, Remaining Time = 8, Priority = 8 (jobs produced = 41, jobs in buffer = 10)
Thread 4 removes: JOB ID = 37, Start Time = 397, End Time = 409, Priority: 7 (jobs removed = 32, jobs in buffer = 9)
Producing: JOB ID = 41, Burst Time = 16, Remaining Time = 16, Priority = 8 (jobs produced = 42, jobs in buffer = 10)
Thread 2 removes: JOB ID = 17, Re-start Time = 403, End Time = 424, Priority: 7 (jobs removed = 33, jobs in buffer = 9)
Producing: JOB ID = 42, Burst Time = 15, Remaining Time = 15, Priority = 4 (jobs produced = 43, jobs in buffer = 10)
Thread 1 removes: JOB ID = 42, Start Time = 404, End Time = 419, Priority: 4 (jobs removed = 34, jobs in buffer = 9)
Producing: JOB ID = 43, Burst Time = 25, Remaining Time = 25, Priority = 1 (jobs produced = 44, jobs in buffer = 10)
Thread 4 removes: JOB ID = 43, Start Time = 409, End Time = 434, Priority: 1 (jobs removed = 35, jobs in buffer = 9)
Producing: JOB ID = 44, Burst Time = 81, Remaining Time = 81, Priority = 9 (jobs produced = 45, jobs in buffer = 10)
Thread 3 removes: JOB ID = 22, Re-start Time = 412, End Time = 415, Priority: 7 (jobs removed = 36, jobs in buffer = 9)
Producing: JOB ID = 45, Burst Time = 7, Remaining Time = 7, Priority = 0 (jobs produced = 46, jobs in buffer = 10)
Thread 3 removes: JOB ID = 45, Start Time = 415, End Time = 422, Priority: 0 (jobs removed = 37, jobs in buffer = 9)
Producing: JOB ID = 46, Burst Time = 54, Remaining Time = 54, Priority = 8 (jobs produced = 47, jobs in buffer = 10)
Thread 1 removes: JOB ID = 10, Start Time = 419, Remaining Time = 74, Priority: 8 (jobs removed = 37, jobs in buffer = 10)
Thread 3 removes: JOB ID = 16, Start Time = 422, Remaining Time = 30, Priority: 8 (jobs removed = 37, jobs in buffer = 10)
Thread 2 removes: JOB ID = 40, Start Time = 424, End Time = 432, Priority: 8 (jobs removed = 38, jobs in buffer = 9)
Producing: JOB ID = 47, Burst Time = 65, Remaining Time = 65, Priority = 2 (jobs produced = 48, jobs in buffer = 10)
Thread 2 removes: JOB ID = 47, Start Time = 432, Remaining Time = 40, Priority: 2 (jobs removed = 38, jobs in buffer = 10)
Thread 4 removes: JOB ID = 47, Re-start Time = 434, Remaining Time = 15, Priority: 2 (jobs removed = 38, jobs in buffer = 10)
Thread 1 removes: JOB ID = 47, Re-start Time = 444, End Time = 459, Priority: 2 (jobs removed = 39, jobs in buffer = 9)
Producing: JOB ID = 48, Burst Time = 17, Remaining Time = 17, Priority = 6 (jobs produced = 49, jobs in buffer = 10)
Thread 3 removes: JOB ID = 48, Start Time = 447, End Time = 464, Priority: 6 (jobs removed = 40, jobs in buffer = 9)
Producing: JOB ID = 49, Burst Time = 94, Remaining Time = 94, Priority = 9 (jobs produced = 50, jobs in buffer = 10)
Thread 2 removes: JOB ID = 41, Start Time = 457, End Time = 473, Priority: 8 (jobs removed = 41, jobs in buffer = 9)
Producing: JOB ID = 50, Burst Time = 64, Remaining Time = 64, Priority = 0 (jobs produced = 51, jobs in buffer = 10)
Thread 4 removes: JOB ID = 50, Start Time = 459, Remaining Time = 39, Priority: 0 (jobs removed = 41, jobs in buffer = 10)
Thread 1 removes: JOB ID = 50, Re-start Time = 459, Remaining Time = 14, Priority: 0 (jobs removed = 41, jobs in buffer = 10)
Thread 3 removes: JOB ID = 50, Re-start Time = 464, End Time = 478, Priority: 0 (jobs removed = 42, jobs in buffer = 9)
Producing: JOB ID = 51, Burst Time = 75, Remaining Time = 75, Priority = 8 (jobs produced = 52, jobs in buffer = 10)
Thread 2 removes: JOB ID = 46, Start Time = 473, Remaining Time = 29, Priority: 8 (jobs removed = 42, jobs in buffer = 10)
Thread 3 removes: JOB ID = 10, Re-start Time = 478, Remaining Time = 49, Priority: 8 (jobs removed = 42, jobs in buffer = 10)
Thread 4 removes: JOB ID = 16, Re-start Time = 484, Remaining Time = 5, Priority: 8 (jobs removed = 42, jobs in buffer = 10)
Thread 1 removes: JOB ID = 51, Start Time = 484, Remaining Time = 50, Priority: 8 (jobs removed = 42, jobs in buffer = 10)
Thread 2 removes: JOB ID = 46, Re-start Time = 498, Remaining Time = 4, Priority: 8 (jobs removed = 42, jobs in buffer = 10)
Thread 3 removes: JOB ID = 10, Re-start Time = 503, Remaining Time = 24, Priority: 8 (jobs removed = 42, jobs in buffer = 10)
Thread 4 removes: JOB ID = 16, Re-start Time = 509, End Time = 514, Priority: 8 (jobs removed = 43, jobs in buffer = 9)
Producing: JOB ID = 52, Burst Time = 72, Remaining Time = 72, Priority = 1 (jobs produced = 53, jobs in buffer = 10)
Thread 1 removes: JOB ID = 52, Start Time = 509, Remaining Time = 47, Priority: 1 (jobs removed = 43, jobs in buffer = 10)
Thread 4 removes: JOB ID = 52, Re-start Time = 514, Remaining Time = 22, Priority: 1 (jobs removed = 43, jobs in buffer = 10)
Thread 2 removes: JOB ID = 52, Re-start Time = 523, End Time = 545, Priority: 1 (jobs removed = 44, jobs in buffer = 9)
Producing: JOB ID = 53, Burst Time = 60, Remaining Time = 60, Priority = 2 (jobs produced = 54, jobs in buffer = 10)
Thread 3 removes: JOB ID = 53, Start Time = 528, Remaining Time = 35, Priority: 2 (jobs removed = 44, jobs in buffer = 10)
Thread 1 removes: JOB ID = 53, Re-start Time = 534, Remaining Time = 10, Priority: 2 (jobs removed = 44, jobs in buffer = 10)
Thread 2 removes: JOB ID = 53, Re-start Time = 545, End Time = 555, Priority: 2 (jobs removed = 45, jobs in buffer = 9)
Producing: JOB ID = 54, Burst Time = 52, Remaining Time = 52, Priority = 2 (jobs produced = 55, jobs in buffer = 10)
Thread 3 removes: JOB ID = 54, Start Time = 553, Remaining Time = 27, Priority: 2 (jobs removed = 45, jobs in buffer = 10)
Thread 4 removes: JOB ID = 54, Re-start Time = 539, Remaining Time = 2, Priority: 2 (jobs removed = 45, jobs in buffer = 10)
Thread 2 removes: JOB ID = 54, Re-start Time = 555, End Time = 557, Priority: 2 (jobs removed = 46, jobs in buffer = 9)
Producing: JOB ID = 55, Burst Time = 17, Remaining Time = 17, Priority = 6 (jobs produced = 56, jobs in buffer = 10)
Thread 1 removes: JOB ID = 55, Start Time = 559, End Time = 576, Priority: 6 (jobs removed = 47, jobs in buffer = 9)
Producing: JOB ID = 56, Burst Time = 44, Remaining Time = 44, Priority = 0 (jobs produced = 57, jobs in buffer = 10)
Thread 2 removes: JOB ID = 56, Start Time = 557, Remaining Time = 19, Priority: 0 (jobs removed = 47, jobs in buffer = 10)
Thread 1 removes: JOB ID = 56, Re-start Time = 576, End Time = 595, Priority: 0 (jobs removed = 48, jobs in buffer = 9)
Producing: JOB ID = 57, Burst Time = 9, Remaining Time = 9, Priority = 1 (jobs produced = 58, jobs in buffer = 10)
Thread 3 removes: JOB ID = 57, Start Time = 578, End Time = 587, Priority: 1 (jobs removed = 49, jobs in buffer = 9)
Producing: JOB ID = 58, Burst Time = 7, Remaining Time = 7, Priority = 9 (jobs produced = 59, jobs in buffer = 10)
Thread 3 removes: JOB ID = 51, Re-start Time = 587, Remaining Time = 25, Priority: 8 (jobs removed = 49, jobs in buffer = 10)
Thread 2 removes: JOB ID = 46, Re-start Time = 582, End Time = 586, Priority: 8 (jobs removed = 50, jobs in buffer = 9)
Producing: JOB ID = 59, Burst Time = 20, Remaining Time = 20, Priority = 9 (jobs produced = 60, jobs in buffer = 10)
Thread 4 removes: JOB ID = 10, Re-start Time = 564, End Time = 588, Priority: 8 (jobs removed = 51, jobs in buffer = 9)
Producing: JOB ID = 60, Burst Time = 5, Remaining Time = 5, Priority = 9 (jobs produced = 61, jobs in buffer = 10)
Thread 1 removes: JOB ID = 51, Re-start Time = 595, End Time = 620, Priority: 8 (jobs removed = 52, jobs in buffer = 9)
Producing: JOB ID = 61, Burst Time = 82, Remaining Time = 82, Priority = 7 (jobs produced = 62, jobs in buffer = 10)
Thread 2 removes: JOB ID = 61, Start Time = 586, Remaining Time = 57, Priority: 7 (jobs removed = 52, jobs in buffer = 10)
Thread 3 removes: JOB ID = 61, Re-start Time = 612, Remaining Time = 32, Priority: 7 (jobs removed = 52, jobs in buffer = 10)
Thread 1 removes: JOB ID = 61, Re-start Time = 620, Remaining Time = 7, Priority: 7 (jobs removed = 52, jobs in buffer = 10)
Thread 2 removes: JOB ID = 61, Re-start Time = 611, End Time = 618, Priority: 7 (jobs removed = 53, jobs in buffer = 9)
Producing: JOB ID = 62, Burst Time = 88, Remaining Time = 88, Priority = 1 (jobs produced = 63, jobs in buffer = 10)
Thread 4 removes: JOB ID = 62, Start Time = 588, Remaining Time = 63, Priority: 1 (jobs removed = 53, jobs in buffer = 10)
Thread 2 removes: JOB ID = 62, Re-start Time = 618, Remaining Time = 38, Priority: 1 (jobs removed = 53, jobs in buffer = 10)
Thread 3 removes: JOB ID = 62, Re-start Time = 637, Remaining Time = 13, Priority: 1 (jobs removed = 53, jobs in buffer = 10)
Thread 1 removes: JOB ID = 62, Re-start Time = 645, End Time = 658, Priority: 1 (jobs removed = 54, jobs in buffer = 9)
Producing: JOB ID = 63, Burst Time = 94, Remaining Time = 94, Priority = 5 (jobs produced = 64, jobs in buffer = 10)
Thread 2 removes: JOB ID = 63, Start Time = 643, Remaining Time = 69, Priority: 5 (jobs removed = 54, jobs in buffer = 10)
Thread 1 removes: JOB ID = 63, Re-start Time = 658, Remaining Time = 44, Priority: 5 (jobs removed = 54, jobs in buffer = 10)
Thread 3 removes: JOB ID = 63, Re-start Time = 662, Remaining Time = 19, Priority: 5 (jobs removed = 54, jobs in buffer = 10)
Thread 4 removes: JOB ID = 63, Re-start Time = 613, End Time = 632, Priority: 5 (jobs removed = 55, jobs in buffer = 9)
Producing: JOB ID = 64, Burst Time = 55, Remaining Time = 55, Priority = 7 (jobs produced = 65, jobs in buffer = 10)
Thread 1 removes: JOB ID = 64, Start Time = 683, Remaining Time = 30, Priority: 7 (jobs removed = 55, jobs in buffer = 10)
Thread 4 removes: JOB ID = 64, Re-start Time = 632, Remaining Time = 5, Priority: 7 (jobs removed = 55, jobs in buffer = 10)
Thread 3 removes: JOB ID = 64, Re-start Time = 687, End Time = 692, Priority: 7 (jobs removed = 56, jobs in buffer = 9)
Producing: JOB ID = 65, Burst Time = 22, Remaining Time = 22, Priority = 6 (jobs produced = 66, jobs in buffer = 10)
Thread 3 removes: JOB ID = 65, Start Time = 692, End Time = 714, Priority: 6 (jobs removed = 57, jobs in buffer = 9)
Producing: JOB ID = 66, Burst Time = 78, Remaining Time = 78, Priority = 3 (jobs produced = 67, jobs in buffer = 10)
Thread 2 removes: JOB ID = 66, Start Time = 668, Remaining Time = 53, Priority: 3 (jobs removed = 57, jobs in buffer = 10)
Thread 1 removes: JOB ID = 66, Re-start Time = 708, Remaining Time = 28, Priority: 3 (jobs removed = 57, jobs in buffer = 10)
Thread 4 removes: JOB ID = 66, Re-start Time = 657, Remaining Time = 3, Priority: 3 (jobs removed = 57, jobs in buffer = 10)
Thread 3 removes: JOB ID = 66, Re-start Time = 714, End Time = 717, Priority: 3 (jobs removed = 58, jobs in buffer = 9)
Producing: JOB ID = 67, Burst Time = 88, Remaining Time = 88, Priority = 5 (jobs produced = 68, jobs in buffer = 10)
Thread 3 removes: JOB ID = 67, Start Time = 717, Remaining Time = 63, Priority: 5 (jobs removed = 58, jobs in buffer = 10)
Thread 2 removes: JOB ID = 67, Re-start Time = 693, Remaining Time = 38, Priority: 5 (jobs removed = 58, jobs in buffer = 10)
Thread 1 removes: JOB ID = 67, Re-start Time = 733, Remaining Time = 13, Priority: 5 (jobs removed = 58, jobs in buffer = 10)
Thread 4 removes: JOB ID = 67, Re-start Time = 682, End Time = 695, Priority: 5 (jobs removed = 59, jobs in buffer = 9)
Producing: JOB ID = 68, Burst Time = 77, Remaining Time = 77, Priority = 3 (jobs produced = 69, jobs in buffer = 10)
Thread 3 removes: JOB ID = 68, Start Time = 742, Remaining Time = 52, Priority: 3 (jobs removed = 59, jobs in buffer = 10)
Thread 4 removes: JOB ID = 68, Re-start Time = 695, Remaining Time = 27, Priority: 3 (jobs removed = 59, jobs in buffer = 10)
Thread 2 removes: JOB ID = 68, Re-start Time = 718, Remaining Time = 2, Priority: 3 (jobs removed = 59, jobs in buffer = 10)
Thread 1 removes: JOB ID = 68, Re-start Time = 758, End Time = 760, Priority: 3 (jobs removed = 60, jobs in buffer = 9)
Producing: JOB ID = 69, Burst Time = 78, Remaining Time = 78, Priority = 4 (jobs produced = 70, jobs in buffer = 10)
Thread 1 removes: JOB ID = 69, Start Time = 760, Remaining Time = 53, Priority: 4 (jobs removed = 60, jobs in buffer = 10)
Thread 3 removes: JOB ID = 69, Re-start Time = 767, Remaining Time = 28, Priority: 4 (jobs removed = 60, jobs in buffer = 10)
Thread 4 removes: JOB ID = 69, Re-start Time = 720, Remaining Time = 3, Priority: 4 (jobs removed = 60, jobs in buffer = 10)
Thread 2 removes: JOB ID = 69, Re-start Time = 743, End Time = 746, Priority: 4 (jobs removed = 61, jobs in buffer = 9)
Producing: JOB ID = 70, Burst Time = 11, Remaining Time = 11, Priority = 1 (jobs produced = 71, jobs in buffer = 10)
Thread 2 removes: JOB ID = 70, Start Time = 746, End Time = 757, Priority: 1 (jobs removed = 62, jobs in buffer = 9)
Producing: JOB ID = 71, Burst Time = 84, Remaining Time = 84, Priority = 9 (jobs produced = 72, jobs in buffer = 10)
Thread 1 removes: JOB ID = 6, Start Time = 785, End Time = 791, Priority: 9 (jobs removed = 63, jobs in buffer = 9)
Producing: JOB ID = 72, Burst Time = 22, Remaining Time = 22, Priority = 9 (jobs produced = 73, jobs in buffer = 10)
